index,age,gender,occupation,original_pred,counterfactual_pred,ground_truth,changed,fair_pred
2819,25,Male,14,1,1,1,False,1
2820,35,Male,1,0,0,0,False,0
2821,50,Male,17,1,1,0,False,1
2822,18,Male,17,1,1,1,False,1
2823,18,Male,14,0,0,1,False,0
2824,25,Male,6,1,1,1,False,1
2825,35,Male,7,0,0,0,False,0
2826,25,Male,5,1,1,0,False,1
2827,35,Female,16,1,1,0,False,1
2828,50,Female,20,1,1,1,False,1
2829,45,Male,1,1,1,1,False,1
2830,25,Male,17,1,1,1,False,1
2831,35,Male,15,1,1,0,False,1
2832,18,Male,16,0,0,1,False,0
2833,18,Male,18,1,1,0,False,1
2834,35,Male,7,1,1,1,False,1
2835,18,Female,4,1,1,1,False,1
2836,56,Female,13,1,1,1,False,1
2837,35,Male,15,1,1,0,False,1
2838,50,Female,12,1,1,1,False,1
2839,25,Female,0,1,1,1,False,1
2840,35,Male,10,1,1,1,False,1
2841,25,Male,7,1,1,1,False,1
2842,25,Male,5,0,0,0,False,0
2843,1,Male,19,0,0,0,False,0
2844,35,Male,12,1,1,1,False,1
2845,25,Male,19,1,1,0,False,1
2846,25,Male,4,1,1,0,False,1
2847,25,Male,0,0,1,0,True,1
2848,18,Male,17,1,1,0,False,1
2849,18,Male,2,1,1,0,False,1
2850,45,Male,2,1,1,0,False,1
2851,25,Male,15,1,1,0,False,1
2852,25,Female,0,1,1,0,False,1
2853,25,Male,4,1,1,1,False,1
2854,35,Male,16,0,1,1,True,1
2855,25,Male,7,1,1,0,False,1
2856,45,Male,5,1,1,0,False,1
2857,18,Male,4,1,1,1,False,1
2858,25,Female,5,0,0,0,False,0
2859,35,Male,7,1,1,1,False,1
2860,25,Female,17,1,1,1,False,1
2861,25,Male,12,1,1,1,False,1
2862,25,Male,1,1,1,1,False,1
2863,45,Female,1,1,1,1,False,1
2864,25,Female,6,1,1,0,False,1
2865,35,Female,9,1,1,0,False,1
2866,25,Male,4,1,1,0,False,1
2867,18,Male,1,0,1,0,True,1
2868,35,Male,7,0,1,1,True,1
2869,25,Male,15,1,1,1,False,1
2870,35,Male,7,1,1,1,False,1
2871,25,Male,4,1,1,1,False,1
2872,25,Male,0,0,0,0,False,0
2873,35,Male,1,1,1,1,False,1
2874,18,Male,4,0,0,1,False,0
2875,35,Male,7,1,1,0,False,1
2876,25,Female,3,1,1,0,False,1
2877,18,Female,0,0,0,0,False,0
2878,18,Male,17,0,0,0,False,0
2879,35,Female,2,0,0,0,False,0
2880,25,Male,12,1,1,0,False,1
2881,18,Male,4,1,1,1,False,1
2882,18,Male,5,1,1,1,False,1
2883,50,Female,7,1,1,1,False,1
2884,25,Male,18,1,1,1,False,1
2885,18,Female,4,1,1,1,False,1
2886,56,Male,20,1,1,1,False,1
2887,35,Male,14,1,1,1,False,1
2888,1,Male,10,1,1,1,False,1
2889,25,Male,12,1,1,1,False,1
2890,25,Male,17,1,1,0,False,1
2891,56,Male,13,1,1,0,False,1
2892,25,Male,5,1,1,0,False,1
2893,35,Male,3,1,1,0,False,1
2894,35,Male,12,1,1,1,False,1
2895,1,Female,10,1,0,0,True,0
2896,25,Female,15,1,1,0,False,1
2897,35,Male,2,1,1,0,False,1
2898,25,Male,20,1,1,0,False,1
2899,35,Male,7,1,1,1,False,1
2900,25,Male,6,1,1,1,False,1
2901,25,Male,2,1,1,1,False,1
2902,25,Male,12,1,1,1,False,1
2903,25,Female,3,1,1,1,False,1
2904,25,Male,12,1,1,1,False,1
2905,25,Female,4,1,1,1,False,1
2906,25,Male,20,0,1,0,True,1
2907,45,Female,17,1,1,1,False,1
2908,45,Male,16,1,1,1,False,1
2909,50,Male,2,1,1,1,False,1
2910,35,Female,12,1,1,0,False,1
2911,18,Male,6,1,1,1,False,1
2912,25,Male,0,1,1,0,False,1
2913,25,Male,17,1,1,1,False,1
2914,25,Female,0,1,1,1,False,1
2915,25,Male,7,1,1,1,False,1
2916,25,Male,19,0,0,0,False,0
2917,35,Male,17,1,1,0,False,1
2918,25,Female,15,1,1,1,False,1
2919,35,Male,20,1,1,1,False,1
2920,18,Male,4,1,1,1,False,1
2921,35,Male,7,1,1,1,False,1
2922,25,Male,12,1,1,1,False,1
2923,35,Male,12,1,1,1,False,1
2924,25,Male,14,1,1,1,False,1
2925,25,Male,7,1,1,1,False,1
2926,25,Male,4,1,1,1,False,1
2927,35,Male,3,1,1,0,False,1
2928,18,Female,4,1,1,1,False,1
2929,35,Female,3,1,1,1,False,1
2930,25,Male,5,1,1,1,False,1
2931,25,Male,17,1,1,1,False,1
2932,25,Female,20,0,0,0,False,0
2933,25,Male,17,1,1,1,False,1
2934,25,Male,4,1,1,0,False,1
2935,25,Male,1,1,1,0,False,1
2936,35,Female,20,0,0,1,False,0
2937,45,Male,12,1,1,1,False,1
2938,25,Female,0,1,1,1,False,1
2939,25,Male,0,1,1,0,False,1
2940,18,Female,0,0,0,0,False,0
2941,18,Male,4,0,1,1,True,1
2942,25,Female,1,0,0,0,False,0
2943,25,Male,15,1,1,1,False,1
2944,35,Male,2,1,1,1,False,1
2945,35,Male,14,0,0,0,False,0
2946,25,Male,6,1,1,1,False,1
2947,25,Male,20,1,1,1,False,1
2948,45,Male,7,1,1,0,False,1
2949,25,Male,7,1,1,1,False,1
2950,1,Female,10,1,1,1,False,1
2951,18,Male,4,1,1,1,False,1
2952,18,Female,2,0,0,0,False,0
2953,25,Male,16,1,1,0,False,1
2954,25,Male,0,1,1,1,False,1
2955,35,Male,17,1,1,0,False,1
2956,35,Male,1,1,1,0,False,1
2957,25,Male,18,1,1,1,False,1
2958,18,Male,18,1,1,0,False,1
2959,56,Male,20,1,1,1,False,1
2960,25,Male,4,0,0,0,False,0
2961,25,Female,7,1,1,1,False,1
2962,25,Male,0,0,0,1,False,0
2963,25,Female,0,1,0,1,True,0
2964,25,Female,6,1,1,1,False,1
2965,45,Male,6,1,1,0,False,1
2966,18,Male,4,1,1,0,False,1
2967,35,Female,20,1,1,1,False,1
2968,25,Male,20,1,1,0,False,1
2969,18,Female,4,0,0,0,False,0
2970,25,Male,0,1,1,1,False,1
2971,50,Male,14,1,1,1,False,1
2972,50,Male,0,1,1,0,False,1
2973,50,Male,7,1,1,1,False,1
2974,25,Male,12,1,1,0,False,1
2975,25,Male,20,1,1,1,False,1
2976,18,Female,6,1,1,0,False,1
2977,25,Female,11,1,1,1,False,1
2978,25,Female,0,1,1,1,False,1
2979,45,Male,14,1,1,1,False,1
2980,45,Male,2,1,1,0,False,1
2981,25,Male,7,0,1,0,True,1
2982,56,Male,16,0,0,0,False,0
2983,45,Male,20,1,1,0,False,1
2984,1,Male,0,0,0,1,False,0
2985,25,Male,16,1,1,0,False,1
2986,25,Female,4,1,1,1,False,1
2987,25,Male,0,1,1,1,False,1
2988,25,Female,7,1,1,0,False,1
2989,35,Male,12,1,1,1,False,1
2990,18,Male,4,1,1,0,False,1
2991,25,Male,2,1,1,1,False,1
2992,25,Male,17,0,0,0,False,0
2993,1,Female,10,1,1,0,False,1
2994,18,Male,5,1,1,0,False,1
2995,35,Male,1,1,1,1,False,1
2996,35,Female,1,1,1,1,False,1
2997,25,Male,14,1,1,1,False,1
2998,25,Male,7,1,1,0,False,1
2999,25,Male,20,1,1,0,False,1
3000,35,Male,0,1,1,1,False,1
3001,25,Male,5,1,1,0,False,1
3002,35,Female,20,1,1,1,False,1
3003,25,Female,17,1,0,0,True,0
3004,25,Female,6,1,1,0,False,1
3005,18,Male,4,0,0,1,False,0
3006,25,Male,2,1,1,1,False,1
3007,25,Male,14,0,0,0,False,0
3008,35,Male,0,1,1,1,False,1
3009,25,Male,15,1,1,1,False,1
3010,45,Male,7,1,1,1,False,1
3011,35,Male,17,1,1,1,False,1
3012,1,Female,10,1,1,1,False,1
3013,35,Female,3,1,1,1,False,1
3014,25,Female,6,1,1,0,False,1
3015,25,Male,11,0,1,1,True,1
3016,45,Male,1,1,1,0,False,1
3017,25,Female,7,1,1,0,False,1
3018,35,Male,17,1,1,1,False,1
3019,18,Male,4,0,1,0,True,1
3020,1,Male,10,0,1,0,True,1
3021,35,Male,16,1,1,1,False,1
3022,18,Male,20,0,0,0,False,0
3023,25,Male,0,0,0,0,False,0
3024,35,Male,7,1,1,1,False,1
3025,18,Male,4,1,1,1,False,1
3026,45,Female,0,1,1,0,False,1
3027,45,Female,1,0,0,1,False,0
3028,18,Male,19,0,0,0,False,0
3029,25,Male,12,1,1,0,False,1
3030,25,Male,4,1,1,1,False,1
3031,45,Male,17,1,1,1,False,1
3032,25,Male,16,0,0,1,False,0
3033,35,Male,2,1,1,1,False,1
3034,35,Male,20,0,0,1,False,0
3035,35,Male,3,1,1,1,False,1
3036,25,Male,2,1,1,1,False,1
3037,18,Male,4,1,1,0,False,1
3038,35,Female,6,1,1,0,False,1
3039,35,Male,11,1,1,0,False,1
3040,25,Male,6,1,1,1,False,1
3041,25,Female,1,0,0,1,False,0
3042,25,Male,2,1,1,0,False,1
3043,35,Female,5,0,0,0,False,0
3044,18,Male,4,1,1,0,False,1
3045,18,Female,4,1,1,0,False,1
3046,56,Male,16,1,1,0,False,1
3047,50,Male,6,1,1,0,False,1
3048,18,Male,18,1,1,1,False,1
3049,56,Female,7,1,1,1,False,1
3050,25,Male,15,1,1,0,False,1
3051,35,Female,2,1,1,0,False,1
3052,50,Female,9,1,1,1,False,1
3053,45,Male,13,1,1,0,False,1
3054,18,Male,7,1,1,1,False,1
3055,56,Male,7,1,1,1,False,1
3056,18,Female,2,0,0,0,False,0
3057,18,Male,16,0,0,0,False,0
3058,25,Male,15,1,1,1,False,1
3059,50,Male,5,0,0,1,False,0
3060,50,Male,16,1,1,1,False,1
3061,25,Male,12,1,1,1,False,1
3062,25,Female,1,1,1,0,False,1
3063,25,Female,14,1,1,0,False,1
3064,18,Male,14,1,1,1,False,1
3065,25,Male,6,1,1,1,False,1
3066,25,Male,1,1,1,1,False,1
3067,25,Male,1,1,1,1,False,1
3068,35,Female,20,0,0,0,False,0
3069,18,Male,4,1,1,1,False,1
3070,50,Male,11,1,1,1,False,1
3071,35,Male,16,1,1,1,False,1
3072,35,Male,14,1,1,0,False,1
3073,18,Male,12,0,0,1,False,0
3074,25,Male,18,0,0,0,False,0
3075,25,Female,3,1,1,0,False,1
3076,35,Male,7,1,1,0,False,1
3077,18,Male,14,1,1,0,False,1
3078,35,Male,15,1,1,1,False,1
3079,18,Female,14,1,1,1,False,1
3080,35,Male,15,1,1,1,False,1
3081,25,Male,12,1,1,1,False,1
3082,45,Female,20,1,0,0,True,0
3083,18,Male,17,0,0,0,False,0
3084,25,Male,1,1,1,1,False,1
3085,45,Female,1,1,1,1,False,1
3086,45,Female,16,1,1,1,False,1
3087,25,Male,14,1,1,0,False,1
3088,25,Female,12,1,1,1,False,1
3089,1,Male,10,0,0,1,False,0
3090,35,Male,7,1,1,0,False,1
3091,35,Male,7,1,1,0,False,1
3092,25,Male,0,1,1,1,False,1
3093,45,Male,17,1,1,1,False,1
3094,25,Male,3,1,1,1,False,1
3095,18,Female,4,0,0,1,False,0
3096,18,Male,17,1,1,1,False,1
3097,56,Male,7,1,1,0,False,1
3098,18,Male,4,1,1,1,False,1
3099,25,Female,15,1,1,0,False,1
3100,25,Male,2,1,1,0,False,1
3101,25,Male,12,1,1,1,False,1
3102,25,Male,7,1,1,0,False,1
3103,18,Male,4,1,1,1,False,1
3104,25,Female,3,1,1,1,False,1
3105,18,Male,4,1,1,1,False,1
3106,35,Male,15,1,1,0,False,1
3107,1,Female,10,1,1,1,False,1
3108,56,Male,0,1,1,1,False,1
3109,35,Male,1,1,1,0,False,1
3110,25,Male,17,1,1,1,False,1
3111,25,Male,1,1,1,1,False,1
3112,18,Female,14,1,1,1,False,1
3113,25,Female,0,1,1,1,False,1
3114,35,Male,14,1,1,0,False,1
3115,45,Male,12,1,1,0,False,1
3116,25,Male,17,1,1,1,False,1
3117,25,Female,5,1,1,1,False,1
3118,25,Male,14,1,1,0,False,1
3119,35,Female,17,1,1,0,False,1
3120,35,Male,14,1,1,0,False,1
3121,25,Male,20,0,0,1,False,0
3122,25,Male,2,1,1,1,False,1
3123,50,Female,7,1,1,0,False,1
3124,18,Male,4,0,0,1,False,0
3125,25,Male,7,1,1,1,False,1
3126,50,Male,0,1,1,0,False,1
3127,35,Male,2,1,1,0,False,1
3128,25,Female,2,1,1,1,False,1
3129,56,Male,13,1,1,1,False,1
3130,18,Male,4,1,1,0,False,1
3131,50,Male,0,1,1,1,False,1
3132,35,Male,5,0,0,0,False,0
3133,35,Male,17,0,0,0,False,0
3134,18,Female,4,1,1,1,False,1
3135,25,Male,17,1,1,0,False,1
3136,25,Male,16,0,0,1,False,0
3137,1,Female,10,1,1,1,False,1
3138,25,Male,17,1,1,1,False,1
3139,25,Female,14,1,1,0,False,1
3140,25,Male,1,1,1,1,False,1
3141,25,Female,1,1,1,1,False,1
3142,1,Male,10,1,1,1,False,1
3143,45,Female,0,1,1,0,False,1
3144,25,Male,7,1,1,0,False,1
3145,25,Male,7,1,1,1,False,1
3146,35,Male,7,1,1,0,False,1
3147,25,Male,16,1,1,1,False,1
3148,25,Male,6,1,1,1,False,1
3149,25,Female,4,1,1,1,False,1
3150,25,Male,7,1,1,1,False,1
3151,35,Female,14,1,1,0,False,1
3152,45,Male,6,1,1,0,False,1
3153,1,Male,12,1,1,1,False,1
3154,50,Male,18,0,0,1,False,0
3155,18,Female,14,1,1,1,False,1
3156,25,Female,19,1,1,1,False,1
3157,35,Male,12,1,1,0,False,1
3158,35,Male,20,0,0,1,False,0
3159,35,Male,17,1,1,1,False,1
3160,35,Male,7,1,1,0,False,1
3161,25,Female,2,0,0,0,False,0
3162,18,Female,4,1,1,1,False,1
3163,50,Male,0,1,1,0,False,1
3164,25,Male,16,1,1,0,False,1
3165,18,Female,4,0,0,0,False,0
3166,50,Male,16,1,1,1,False,1
3167,18,Female,12,1,1,0,False,1
3168,45,Male,11,1,1,1,False,1
3169,35,Male,0,1,1,1,False,1
3170,1,Male,10,1,1,0,False,1
3171,50,Male,5,1,1,0,False,1
3172,56,Female,0,1,1,1,False,1
3173,35,Male,14,1,1,1,False,1
3174,25,Male,4,1,1,1,False,1
3175,25,Male,2,0,1,1,True,1
3176,35,Female,11,1,1,0,False,1
3177,25,Male,16,1,1,1,False,1
3178,18,Male,5,0,0,0,False,0
3179,25,Female,0,1,1,1,False,1
3180,56,Male,1,1,1,0,False,1
3181,35,Female,2,1,1,1,False,1
3182,18,Male,15,1,1,0,False,1
3183,35,Female,7,1,1,0,False,1
3184,56,Male,17,1,1,0,False,1
3185,25,Male,0,1,1,1,False,1
3186,25,Male,17,1,1,1,False,1
3187,45,Male,16,1,1,0,False,1
3188,25,Male,0,1,1,1,False,1
3189,25,Female,15,1,1,0,False,1
3190,25,Male,19,1,1,1,False,1
3191,45,Male,18,1,1,1,False,1
3192,25,Male,0,0,0,0,False,0
3193,18,Female,4,1,1,1,False,1
3194,18,Male,10,1,1,1,False,1
3195,50,Male,16,0,1,1,True,1
3196,50,Male,14,1,1,0,False,1
3197,18,Female,1,1,1,1,False,1
3198,25,Male,7,1,1,0,False,1
3199,45,Male,0,1,1,0,False,1
3200,25,Male,12,1,1,0,False,1
3201,18,Male,4,1,1,0,False,1
3202,18,Male,4,1,1,1,False,1
3203,25,Male,15,1,1,0,False,1
3204,18,Male,6,1,1,1,False,1
3205,25,Male,11,0,1,1,True,1
3206,25,Male,4,0,0,1,False,0
3207,25,Male,4,0,0,0,False,0
3208,45,Female,1,1,1,0,False,1
3209,25,Female,17,1,1,1,False,1
3210,45,Female,0,1,1,0,False,1
3211,56,Male,13,1,1,1,False,1
3212,35,Male,12,1,1,0,False,1
3213,18,Female,4,1,1,0,False,1
3214,35,Male,20,1,1,1,False,1
3215,25,Male,12,1,1,1,False,1
3216,35,Female,12,1,1,1,False,1
3217,50,Female,2,1,1,1,False,1
3218,35,Male,5,1,1,0,False,1
3219,25,Male,17,0,0,0,False,0
3220,35,Female,16,1,1,1,False,1
3221,18,Male,4,1,1,1,False,1
3222,35,Female,3,1,1,1,False,1
3223,25,Male,2,1,1,1,False,1
3224,25,Male,7,1,1,0,False,1
3225,35,Male,12,1,1,1,False,1
3226,45,Male,17,1,1,1,False,1
3227,18,Male,19,0,0,0,False,0
3228,25,Female,0,1,1,1,False,1
3229,18,Male,4,0,0,1,False,0
3230,56,Male,1,1,1,0,False,1
3231,18,Male,0,1,1,0,False,1
3232,35,Male,12,1,1,1,False,1
3233,18,Male,4,0,1,1,True,1
3234,25,Male,2,1,1,0,False,1
3235,1,Female,10,0,0,0,False,0
3236,45,Female,1,1,1,1,False,1
3237,45,Male,7,1,1,1,False,1
3238,35,Male,18,1,1,1,False,1
3239,25,Male,0,1,1,0,False,1
3240,25,Male,7,1,1,0,False,1
3241,25,Female,0,1,1,0,False,1
3242,50,Male,6,1,1,1,False,1
3243,18,Male,0,1,1,0,False,1
3244,25,Male,14,1,1,1,False,1
3245,25,Female,0,1,1,1,False,1
3246,18,Male,4,0,0,0,False,0
3247,35,Male,20,0,1,1,True,1
3248,35,Male,7,1,1,1,False,1
3249,45,Male,0,0,0,1,False,0
3250,56,Male,13,1,1,0,False,1
3251,25,Male,15,1,1,1,False,1
3252,25,Male,0,1,1,1,False,1
3253,25,Male,3,1,1,1,False,1
3254,18,Male,14,1,1,1,False,1
3255,25,Male,5,1,1,1,False,1
3256,25,Male,12,1,1,0,False,1
3257,25,Male,12,1,1,1,False,1
3258,56,Female,0,1,1,0,False,1
3259,18,Male,4,1,1,0,False,1
3260,25,Male,0,0,0,1,False,0
3261,25,Male,6,0,0,1,False,0
3262,45,Male,3,1,1,0,False,1
3263,35,Male,7,1,1,1,False,1
3264,35,Female,20,1,1,1,False,1
3265,35,Female,12,1,1,1,False,1
3266,25,Male,12,1,1,0,False,1
3267,1,Male,0,1,1,0,False,1
3268,56,Male,13,1,1,1,False,1
3269,18,Male,17,0,0,0,False,0
3270,25,Male,17,1,1,0,False,1
3271,35,Female,9,1,1,0,False,1
3272,25,Male,7,1,1,1,False,1
3273,35,Male,15,1,1,1,False,1
3274,18,Male,11,1,1,0,False,1
3275,18,Male,17,1,1,1,False,1
3276,25,Male,12,1,1,1,False,1
3277,25,Male,14,1,1,1,False,1
3278,25,Male,0,1,1,1,False,1
3279,45,Male,0,1,1,1,False,1
3280,18,Male,4,1,1,1,False,1
3281,56,Female,12,1,1,0,False,1
3282,25,Male,4,1,1,1,False,1
3283,25,Male,14,1,1,1,False,1
3284,50,Male,7,1,1,1,False,1
3285,1,Male,0,0,0,0,False,0
3286,25,Male,7,1,1,0,False,1
3287,18,Male,20,0,0,0,False,0
3288,45,Male,19,1,1,0,False,1
3289,45,Male,14,0,0,1,False,0
3290,25,Male,12,1,1,1,False,1
3291,35,Female,1,1,1,1,False,1
3292,25,Female,7,1,1,1,False,1
3293,50,Male,16,1,1,0,False,1
3294,25,Male,1,1,1,0,False,1
3295,45,Male,17,1,1,0,False,1
3296,35,Male,20,1,1,1,False,1
3297,25,Male,14,1,1,0,False,1
3298,18,Male,12,1,1,0,False,1
3299,18,Male,3,1,1,1,False,1
3300,35,Female,7,1,1,1,False,1
3301,18,Female,0,1,1,1,False,1
3302,25,Female,9,1,1,0,False,1
3303,50,Male,11,1,1,1,False,1
3304,45,Male,20,0,0,0,False,0
3305,25,Female,3,1,1,0,False,1
3306,35,Female,20,0,0,0,False,0
3307,35,Female,0,1,1,1,False,1
3308,35,Male,17,1,1,1,False,1
3309,18,Female,4,1,1,1,False,1
3310,25,Male,12,1,1,1,False,1
3311,45,Male,7,1,1,1,False,1
3312,45,Female,1,1,1,1,False,1
3313,25,Male,17,1,1,1,False,1
3314,35,Female,1,1,1,0,False,1
3315,50,Female,6,1,1,1,False,1
3316,25,Male,7,1,1,1,False,1
3317,18,Male,14,1,1,0,False,1
3318,35,Female,1,1,1,1,False,1
3319,25,Male,15,1,1,0,False,1
3320,25,Male,2,1,1,1,False,1
3321,50,Female,9,1,1,1,False,1
3322,35,Male,17,1,1,1,False,1
3323,18,Male,2,1,1,1,False,1
3324,25,Male,15,1,1,1,False,1
3325,18,Female,11,1,1,1,False,1
3326,25,Female,12,1,1,1,False,1
3327,18,Female,9,0,0,1,False,0
3328,25,Male,20,0,0,0,False,0
3329,25,Male,12,1,1,1,False,1
3330,25,Female,0,0,0,1,False,0
3331,18,Male,4,1,1,0,False,1
3332,25,Male,4,1,1,1,False,1
3333,25,Male,4,1,1,1,False,1
3334,25,Female,1,1,1,1,False,1
3335,25,Male,20,1,1,0,False,1
3336,18,Male,5,1,1,1,False,1
3337,25,Female,6,1,1,0,False,1
3338,45,Male,14,1,1,0,False,1
3339,25,Male,3,1,1,1,False,1
3340,35,Male,11,1,1,1,False,1
3341,35,Male,1,1,1,0,False,1
3342,35,Male,12,1,1,0,False,1
3343,45,Male,1,1,1,1,False,1
3344,25,Male,2,1,1,0,False,1
3345,18,Male,4,1,1,0,False,1
3346,35,Female,5,0,0,0,False,0
3347,25,Male,7,1,1,1,False,1
3348,35,Female,9,1,1,0,False,1
3349,18,Male,14,1,1,1,False,1
3350,25,Male,6,0,0,0,False,0
3351,50,Male,16,1,1,1,False,1
3352,25,Male,2,1,1,1,False,1
3353,50,Male,1,1,1,0,False,1
3354,56,Male,2,1,1,1,False,1
3355,25,Male,2,1,1,1,False,1
3356,18,Female,14,1,1,0,False,1
3357,45,Male,1,0,0,0,False,0
3358,35,Male,12,1,1,1,False,1
3359,25,Male,12,1,1,0,False,1
3360,35,Male,12,1,1,1,False,1
3361,18,Female,1,1,1,0,False,1
3362,25,Female,14,1,1,0,False,1
3363,25,Male,12,1,1,0,False,1
3364,25,Male,7,1,1,0,False,1
3365,25,Male,12,1,1,1,False,1
3366,18,Male,16,1,1,0,False,1
3367,18,Male,4,1,1,1,False,1
3368,25,Male,17,0,0,0,False,0
3369,35,Female,1,1,1,0,False,1
3370,50,Male,17,1,1,1,False,1
3371,25,Male,20,1,1,1,False,1
3372,18,Female,0,1,1,1,False,1
3373,25,Male,2,1,1,1,False,1
3374,25,Male,15,1,1,1,False,1
3375,18,Female,4,1,1,1,False,1
3376,50,Male,16,1,1,0,False,1
3377,25,Male,17,1,1,0,False,1
3378,35,Male,20,0,1,0,True,1
3379,25,Male,0,1,1,0,False,1
3380,25,Male,14,1,1,0,False,1
3381,25,Male,1,0,0,1,False,0
3382,25,Female,0,1,1,1,False,1
3383,35,Male,4,1,1,1,False,1
3384,25,Male,12,1,1,1,False,1
3385,25,Male,4,1,1,0,False,1
3386,1,Male,10,1,1,0,False,1
3387,18,Male,4,0,0,1,False,0
3388,45,Male,3,1,1,1,False,1
3389,25,Male,17,1,1,1,False,1
3390,25,Male,2,0,0,1,False,0
3391,56,Male,20,1,1,1,False,1
3392,25,Male,2,1,1,1,False,1
3393,35,Female,15,1,1,1,False,1
3394,45,Male,7,1,1,1,False,1
3395,35,Male,18,0,0,1,False,0
3396,45,Female,6,1,1,1,False,1
3397,25,Male,19,0,0,0,False,0
3398,18,Male,4,1,1,1,False,1
3399,35,Male,6,1,1,1,False,1
3400,25,Male,2,1,1,0,False,1
3401,18,Male,4,0,1,0,True,1
3402,25,Male,2,1,1,1,False,1
3403,35,Male,12,1,1,1,False,1
3404,18,Male,5,1,1,0,False,1
3405,50,Male,6,1,1,1,False,1
3406,35,Female,0,1,1,1,False,1
3407,56,Male,14,1,1,0,False,1
3408,35,Male,17,1,1,1,False,1
3409,25,Male,16,1,1,0,False,1
3410,25,Female,0,1,0,0,True,0
3411,18,Male,4,1,1,1,False,1
3412,25,Male,0,0,0,0,False,0
3413,25,Female,12,1,1,1,False,1
3414,50,Male,20,1,1,1,False,1
3415,35,Female,1,1,1,1,False,1
3416,25,Male,11,1,1,0,False,1
3417,25,Male,1,1,1,1,False,1
3418,45,Male,14,1,1,1,False,1
3419,18,Male,4,1,1,0,False,1
3420,25,Male,0,1,1,0,False,1
3421,18,Female,20,1,1,0,False,1
3422,18,Male,12,1,1,0,False,1
3423,25,Male,12,1,1,0,False,1
3424,45,Male,0,1,1,0,False,1
3425,1,Male,10,1,1,0,False,1
3426,18,Male,20,0,0,0,False,0
3427,25,Male,16,1,1,1,False,1
3428,50,Male,16,1,1,1,False,1
3429,25,Male,7,1,1,1,False,1
3430,25,Male,16,1,1,1,False,1
3431,35,Male,0,1,1,1,False,1
3432,56,Male,0,1,1,1,False,1
3433,18,Male,10,1,1,0,False,1
3434,56,Male,17,1,1,0,False,1
3435,35,Female,1,1,1,1,False,1
3436,25,Male,2,1,1,1,False,1
3437,25,Male,12,1,1,0,False,1
3438,45,Male,0,0,1,0,True,1
3439,25,Male,0,1,1,1,False,1
3440,35,Female,2,1,1,0,False,1
3441,56,Male,1,0,0,1,False,0
3442,56,Male,8,1,1,0,False,1
3443,45,Male,0,1,1,0,False,1
3444,35,Male,2,0,1,0,True,1
3445,25,Male,7,1,1,0,False,1
3446,18,Female,20,0,0,0,False,0
3447,35,Male,17,1,1,1,False,1
3448,18,Male,17,1,1,1,False,1
3449,1,Female,10,1,1,0,False,1
3450,25,Male,20,0,1,0,True,1
3451,25,Male,0,0,0,1,False,0
3452,25,Male,17,1,1,1,False,1
3453,18,Female,1,1,1,1,False,1
3454,50,Female,13,1,1,1,False,1
3455,25,Male,0,0,0,1,False,0
3456,35,Male,20,1,1,0,False,1
3457,50,Female,2,1,1,0,False,1
3458,18,Male,4,0,0,1,False,0
3459,35,Male,6,1,1,1,False,1
3460,25,Male,0,0,0,0,False,0
3461,1,Male,10,1,1,1,False,1
3462,25,Male,12,1,1,0,False,1
3463,25,Female,3,1,1,0,False,1
3464,25,Male,20,0,1,0,True,1
3465,1,Male,10,0,1,1,True,1
3466,56,Male,13,1,1,0,False,1
3467,25,Male,4,1,1,1,False,1
3468,25,Male,7,1,1,1,False,1
3469,18,Male,4,1,1,0,False,1
3470,18,Male,20,0,0,0,False,0
3471,25,Male,17,1,1,0,False,1
3472,35,Male,16,1,1,1,False,1
3473,56,Male,20,1,1,1,False,1
3474,45,Male,16,1,1,1,False,1
3475,45,Female,16,1,1,0,False,1
3476,25,Male,7,1,1,0,False,1
3477,56,Male,2,1,1,1,False,1
3478,25,Female,1,1,1,0,False,1
3479,35,Female,6,1,1,0,False,1
3480,25,Female,2,1,1,1,False,1
3481,25,Male,2,1,1,1,False,1
3482,35,Male,0,0,0,1,False,0
3483,18,Male,14,1,1,0,False,1
3484,45,Male,17,1,1,1,False,1
3485,35,Male,7,1,1,0,False,1
3486,18,Male,4,1,1,0,False,1
3487,35,Female,9,1,1,1,False,1
3488,25,Male,16,1,1,0,False,1
3489,25,Male,7,1,1,1,False,1
3490,25,Male,11,1,1,0,False,1
3491,35,Male,1,1,1,0,False,1
3492,18,Male,4,0,0,1,False,0
3493,25,Male,16,0,1,0,True,1
3494,25,Male,0,1,1,1,False,1
3495,25,Male,6,1,1,1,False,1
3496,25,Male,12,0,0,1,False,0
3497,35,Male,2,1,1,1,False,1
3498,25,Male,0,1,1,1,False,1
3499,50,Male,7,1,1,0,False,1
3500,25,Female,0,1,1,1,False,1
3501,25,Male,4,1,1,1,False,1
3502,18,Male,4,0,0,0,False,0
3503,18,Male,4,1,1,1,False,1
3504,1,Male,10,1,1,1,False,1
3505,18,Male,0,1,1,0,False,1
3506,25,Female,20,0,0,0,False,0
3507,25,Female,20,1,1,0,False,1
3508,35,Male,1,0,0,1,False,0
3509,35,Male,17,1,1,0,False,1
3510,25,Male,16,1,1,1,False,1
3511,25,Female,20,1,0,0,True,0
3512,25,Male,4,1,1,0,False,1
3513,45,Male,17,1,1,0,False,1
3514,25,Male,1,1,1,1,False,1
3515,1,Male,10,1,1,1,False,1
3516,25,Male,7,1,1,1,False,1
